Respondent,Hobbyist,Age,CompFreq,CompTotal,Country,CurrencySymbol,EdLevel,Employment,JobSat,NEWDevOps,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWStuck,OrgSize,PlatformDesireNextYear,Gender,UndergradMajor
,Yes,38.0,Monthly,8800.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once every few years,No,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,20 to 99 employees,Arduino;Linux;Raspberry Pi,Woman,"A business discipline (such as accounting, finance, marketing, etc.)"
28356.0,Yes,35.0,Yearly,126000.0,Australia,AUD,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,Yes,Once a year,Yes,Yes,No,Call a coworker or friend;Visit Stack Overflow,500 to 999 employees,Arduino;AWS;Docker;Google Cloud Platform;Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
28378.0,Yes,25.0,Monthly,1600000.0,Chile,CLP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,Not sure,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos,20 to 99 employees,Arduino;AWS;Docker;Google Cloud Platform;Linux,Man,"Computer science, computer engineering, or software engineering"
28387.0,Yes,43.0,Monthly,60000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Once a year,No,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,100 to 499 employees,AWS;Docker;Linux;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
28401.0,Yes,23.0,Monthly,1400.0,Brazil,BRL,"Professional degree (JD, MD, etc.)",Employed full-time,Slightly dissatisfied,No,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,20 to 99 employees,Docker;Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
28496.0,Yes,26.0,Yearly,1500000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,Yes,Every few months,Not sure,No,Yes,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,500 to 999 employees,Arduino,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
28512.0,Yes,23.0,Yearly,72800.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once a year,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,Windows,Man,"Computer science, computer engineering, or software engineering"
28519.0,Yes,35.0,Yearly,165000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Very satisfied,Yes,Once a year,Not sure,Yes,Yes,Call a coworker or friend;Visit Stack Overflow,20 to 99 employees,Docker;Google Cloud Platform;Kubernetes;Linux;Slack Apps and Integrations,Woman,"Computer science, computer engineering, or software engineering"
28540.0,Yes,26.0,Yearly,900000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Every few months,No,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Visit another developer community (please name):,"1,000 to 4,999 employees",,Woman,"Information systems, information technology, or system administration"
28552.0,Yes,24.0,Yearly,89000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,Yes,Every few months,Not sure,No,No,Visit Stack Overflow;Panic;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi,Man,"Computer science, computer engineering, or software engineering"
28594.0,Yes,37.0,Monthly,6750.0,Saudi Arabia,SAR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very dissatisfied,No,Every few months,No,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,500 to 999 employees,Android;Arduino;AWS;Linux;Raspberry Pi;Windows,Man,"Computer science, computer engineering, or software engineering"
28605.0,Yes,27.0,Yearly,75000.0,Australia,AUD,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,Yes,Once a year,Yes,Yes,Yes,Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,500 to 999 employees,Arduino;Docker;Kubernetes;Linux;Raspberry Pi,Man,"Computer science, computer engineering, or software engineering"
28612.0,No,31.0,Monthly,120000.0,New Zealand,NZD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,Not sure,Yes,No,,"10,000 or more employees",Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi,Man,"Information systems, information technology, or system administration"
28621.0,Yes,27.0,Monthly,14000.0,Qatar,QAR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Once a year,Not sure,No,Yes,Visit Stack Overflow,"1,000 to 4,999 employees",Android;AWS;Google Cloud Platform,Man,"Computer science, computer engineering, or software engineering"
28622.0,Yes,25.0,Monthly,960000.0,Iraq,IQD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Not sure,Once a year,Not sure,Yes,No,Meditate;Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,Android;Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
28628.0,Yes,25.0,Monthly,3000.0,Latvia,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,Yes,Every few months,Yes,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,100 to 499 employees,AWS;Docker;Kubernetes;Linux;MacOS,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
28652.0,Yes,29.0,Monthly,7000.0,Sudan,SDG,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Every few months,No,Yes,No,Meditate;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,2 to 9 employees,Android;AWS;Docker;iOS;Kubernetes;Raspberry Pi,Woman,"Computer science, computer engineering, or software engineering"
28734.0,Yes,27.0,Monthly,60000000.0,Iran,IRR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,No,No,No,Play games;Do other work and come back later,10 to 19 employees,Docker,Woman,"Computer science, computer engineering, or software engineering"
28765.0,Yes,27.0,Monthly,220000.0,Nigeria,NGN,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,Yes,Every few months,No,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Visit another developer community (please name):,100 to 499 employees,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows;WordPress,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
28773.0,Yes,24.0,Monthly,23500.0,Bangladesh,BDT,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once a year,Yes,No,Yes,Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos,20 to 99 employees,,Woman,"Computer science, computer engineering, or software engineering"
28809.0,Yes,24.0,Monthly,36000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once every few years,No,No,Yes,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,Android;Google Cloud Platform;iOS;Windows,Woman,"Computer science, computer engineering, or software engineering"
28833.0,Yes,25.0,Yearly,282000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,Yes,Every few months,,No,Yes,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,20 to 99 employees,Android;Docker;Linux;Windows,Man,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
28844.0,Yes,,Yearly,75000.0,Belgium,EUR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Every few months,Not sure,No,Yes,Meditate;Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,20 to 99 employees,Docker;Kubernetes;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
28854.0,Yes,35.0,Yearly,1350000.0,United Kingdom,HKD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly dissatisfied,Yes,Once a year,No,No,No,Visit Stack Overflow,"10,000 or more employees",AWS;Docker;iOS;Kubernetes;MacOS,Woman,Mathematics or statistics
28861.0,Yes,28.0,Monthly,16000.0,Croatia,HRK,Some college/university study without earning a degree,Employed full-time,Very satisfied,No,Once a year,,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,100 to 499 employees,Android;Arduino;Docker;iOS;Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
28880.0,Yes,30.0,Monthly,110000000.0,Iran,IRR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,No,Every few months,Yes,Yes,No,Play games;Visit Stack Overflow;Watch help / tutorial videos,500 to 999 employees,Android;Arduino;Docker;Kubernetes;Linux;Raspberry Pi,Woman,"Information systems, information technology, or system administration"
28909.0,Yes,45.0,Yearly,57562.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,,Once every few years,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,"10,000 or more employees",Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
28915.0,Yes,38.0,Yearly,49348.0,Costa Rica,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very dissatisfied,Yes,Once every few years,No,No,Yes,Play games;Visit another developer community (please name):,"1,000 to 4,999 employees",AWS;Docker;Kubernetes;Linux;MacOS,Woman,"Computer science, computer engineering, or software engineering"
28926.0,Yes,30.0,Monthly,250000.0,Pakistan,PKR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Every few months,Yes,No,No,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,500 to 999 employees,Windows;WordPress,Man,"Computer science, computer engineering, or software engineering"
28932.0,Yes,24.0,Monthly,1000.0,Romania,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Every few months,No,No,No,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,"10,000 or more employees",Docker,Man,"Computer science, computer engineering, or software engineering"
28953.0,Yes,41.0,Yearly,220000.0,Poland,PLN,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very dissatisfied,Yes,Every few months,No,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,"10,000 or more employees",Linux,Woman,Mathematics or statistics
28973.0,Yes,22.0,Yearly,750000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,No,Yes,Yes,Play games;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,100 to 499 employees,AWS;Docker;Linux;MacOS;Slack Apps and Integrations,Woman,"Computer science, computer engineering, or software engineering"
28996.0,No,34.0,Yearly,1120000000.0,Iran,IRR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,Yes,Yes,No,Play games;Visit Stack Overflow;Do other work and come back later,10 to 19 employees,Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
29019.0,Yes,38.0,Monthly,142000.0,Singapore,SGD,Some college/university study without earning a degree,Employed full-time,Slightly dissatisfied,Yes,Once a year,Not sure,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,"10,000 or more employees",Linux,Woman,"Computer science, computer engineering, or software engineering"
29035.0,No,26.0,Monthly,7000000.0,Iran,IRR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed part-time,Slightly dissatisfied,Yes,Every few months,Yes,Yes,No,Meditate;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,Android;Linux,Woman,"Computer science, computer engineering, or software engineering"
29075.0,Yes,30.0,Monthly,3900.0,Austria,EUR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Once a year,Yes,Yes,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,20 to 99 employees,AWS;Docker;Microsoft Azure;Raspberry Pi;Windows,Woman,"Computer science, computer engineering, or software engineering"
29080.0,Yes,38.0,Monthly,63000.0,India,INR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Neither satisfied nor dissatisfied,No,Once every few years,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,20 to 99 employees,Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;MacOS;Raspberry Pi;Slack Apps and Integrations;WordPress,Woman,"Computer science, computer engineering, or software engineering"
29081.0,Yes,23.0,Monthly,35417.0,Norway,NOK,Some college/university study without earning a degree,Employed full-time,Slightly dissatisfied,No,Once a year,Not sure,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,Docker;Kubernetes;MacOS;WordPress,Woman,"Information systems, information technology, or system administration"
29087.0,Yes,45.0,Yearly,800000000.0,Lao People's Democratic Republic,LAK,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Very satisfied,Yes,Once a year,Yes,Yes,Yes,Meditate;Visit Stack Overflow;Watch help / tutorial videos;Visit another developer community (please name):,2 to 9 employees,AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Windows,Woman,"Information systems, information technology, or system administration"
29091.0,Yes,,Yearly,33280.0,United Kingdom,GBP,Some college/university study without earning a degree,Employed full-time,Neither satisfied nor dissatisfied,No,Once a year,Yes,Yes,No,Call a coworker or friend;Visit Stack Overflow;Panic;Do other work and come back later,"1,000 to 4,999 employees",Android;Windows,Woman,"Computer science, computer engineering, or software engineering"
